"site_name","central_asset_id","easting","northing","feature_location","coltype","listed","suitable"
"BISHOP'S BRIDGE ROAD","00073421",526531.11,181639.41,"Opposite NORTH WHARF ROAD","Tapered","Cherished","False"
"BISHOP'S BRIDGE ROAD","01301551",525869.16,181242.07,"J/w Inverness terrace","WiFi","Not Specified","False"
"BISHOP'S BRIDGE ROAD","00022769",525872.92,181255.66,"At or Outside JCT PORCHESTER ROAD","Standard","Functional","False"
"BISHOP'S BRIDGE ROAD","00263617",525905.61,181268.22,"OS Bishops Court","Standard","Functional","False"
"BISHOP'S BRIDGE ROAD","00261834",525912.59,181259.1,"Opposite Porchester Mews","Standard","Functional","False"
"BISHOP'S BRIDGE ROAD","00022773",525930.91,181280.88,"At or Outside BISHOPS COURT","Standard","Functional","False"
"BISHOP'S BRIDGE ROAD","00022775",525964.87,181282.41,"Opposite PORCHESTER TERRACE NORTH","Standard","Functional","False"
"BISHOP'S BRIDGE ROAD","00022777",525999.29,181311.91,"At or Outside 64","Standard","Functional","False"
"BLANDFORD SQUARE","00027015",527414.77,182208.08,"Opposite 6 LASCELLS","Standard","Functional","False"
"BLANDFORD SQUARE","00027016",527398,182197,"At or Outside 3 LISCELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027017",527428,182212,"At or Outside 8/9 LASCELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027018",527444,182217,"At or Outside 12","Standard","Functional","False"
"BLANDFORD SQUARE","00027019",527461,182222,"Side of 14 LACELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027020",527467,182206,"Rear of 14 LACELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027021",527454,182199,"Rear of 13 LACELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027022",527432,182193,"Rear of 9 LACELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027023",527424,182185,"Opposite 7 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027024",527403,182181,"Rear of 3 LACELLES","Standard","Functional","False"
"BLANDFORD SQUARE","00027008",527381.35,182224.24,"At or Outside 1","Standard","Functional","False"
"BLANDFORD SQUARE","00027025",527400,182169,"At or Outside 2 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027026",527417.64,182167.25,"At or Outside 5 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027027",527442,182182,"At or Outside 10 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027028",527469.65,182190.69,"Side of 14 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027029",527474.79,182175.12,"Rear of 14 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027030",527442.74,182163.78,"Rear of 8 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027031",527429,182152,"Rear of 6 FARNHAM","Standard","Functional","False"
"BLANDFORD SQUARE","00027032",527419,182142,"At or Outside 2 WIMBORNE","Standard","Functional","False"
"BLANDFORD SQUARE","00027033",527462,182158,"At or Outside 11 WIMBOURNE","Standard","Functional","False"
"BLANDFORD SQUARE","00027009",527397.55,182222.52,"At or Outside 4/5","Standard","Functional","False"
"BLANDFORD SQUARE","00027034",527480,182162,"Near 13 WIMBOURNE","Standard","Functional","False"
"BLANDFORD SQUARE","00027035",527484,182146,"Rear of 13 WIMBOURNE","Standard","Functional","False"
"BLANDFORD SQUARE","00027036",527452,182135,"Rear of 8 WIMBOURN","Standard","Functional","False"
"BLANDFORD SQUARE","00027010",527405,182234,"Opposite 6","Standard","Functional","False"
"BLANDFORD SQUARE","00027011",527425.63,182241.31,"At or Outside 9/10","Standard","Functional","False"
"BLANDFORD SQUARE","00027012",527439,182250,"Opposite 13","Standard","Functional","False"
"BLANDFORD SQUARE","00027013",527457.4,182234.84,"At or Outside SHED 1","Standard","Functional","False"
"BLANDFORD SQUARE","00027014",527427.62,182223.5,"At or Outside 9 MORDEN HOUSE","Standard","Functional","False"
"BLANDFORD STREET","00022802",527934.45,181493.12,"Side of 49 Gloucester Place","Standard","Functional","True"
"BLANDFORD STREET","00022812",528174.39,181551.88,"Junction of Manchester Street","Small Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022813",528202.42,181567.7,"Outside Pub","Large Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022814",528229.81,181566.8,"At or Outside 30","Large Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022815",528257.71,181556.26,"St James church next to Aybrook Street","Large Grey Wornum","Heritage","True"
"BLANDFORD STREET","00022816",528280.59,181561.79,"","Large Grey Wornum","Heritage","True"
"BLANDFORD STREET","00022817",528305.68,181559.21,"At or Outside 12","Large Grey Wornum","Heritage","True"
"BLANDFORD STREET","00022818",528331.91,181556.26,"Opposite 1","Large Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022804",527966.08,181491.57,"Opposite 100","Small Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022805",527984.08,181507.64,"Opposite 17-18","Standard","Functional","True"
"BLANDFORD STREET","00022806",528015.7,181506.7,"At or Outside 71","Standard","Functional","True"
"BLANDFORD STREET","00263619",528002.23,181512.15,"OP Misura Emme","Small Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022807",528045.54,181514.59,"57","Small Grey Wornum","Heritage","False"
"BLANDFORD STREET","00263618",528022.46,181518.08,"OP Misura Emme","Small Grey Wornum","Heritage","False"
"BLANDFORD STREET","00022808",528078.72,181535.43,"Opposite 65","Large Grey Wornum","Heritage","True"
"BLANDFORD STREET","00022809",528099.29,181530.03,"At or Outside 61","Large Grey Wornum","Heritage","True"
"BLANDFORD STREET","00022810",528119.35,181547.25,"At or Outside 55","Large Grey Wornum","Heritage","True"
"BLANDFORD STREET","00022811",528147.74,181544.56,"opp 61","Large Grey Wornum","Heritage","False"
"BLEDLOW CLOSE","01302634",526991.78,182185.51,"Outside 1 below close","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302633",526979.09,182194.89,"Outside 3 below close","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302632",526968.64,182200.6,"Outside 5a below close","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302631",526961.12,182206.98,"","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302630",526957,182220.72,"","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302629",526963.61,182236.51,"Opposite 7 below close","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302628",526975.18,182245.92,"","Not Specified","Not Specified","False"
"BLEDLOW CLOSE","01302627",526985.9,182262.65,"Outside 9 below close","Standard","Not Specified","False"
"BLENHEIM PASSAGE","00010632",526125.75,183408.78,"In Passage way near Carlton Hill","Raise/Lower","Cherished","False"
"BLENHEIM ROAD","00010633",526249.8,183413.85,"At or Outside 30","Standard","Functional","True"
"BLENHEIM ROAD","00010634",526278.45,183421.64,"At or Outside 3","Standard","Functional","True"
"BLENHEIM ROAD","00010635",526288.48,183437.31,"At or Outside 25","Standard","Functional","True"
"BLENHEIM ROAD","00010636",526323.62,183449.11,"At or Outside 8","Standard","Functional","True"
"BLENHEIM ROAD","00010637",526342.84,183471.04,"At or Outside 20","Standard","Functional","True"
"BLENHEIM ROAD","00010638",526371.73,183479.06,"At or Outside 14","Standard","Functional","True"
"BLENHEIM ROAD","00071805",526393.38,183502.04,"At or Outside 16","Standard","Functional","False"
"BLENHEIM STREET","00010642",528680.59,181074.77,"Loc: At or Outside. PropNo: 95. Position: On Kerb Edge.","Small Grey Wornum","Heritage","False"
"BLENHEIM STREET","10027399A",528704.75,181083.72,"At or Outside 5","Small Grey Wornum","Heritage","False"
"BLENHEIM TERRACE","00010644",526093.3,183280.29,"At or Outside 67","Small Grey Wornum","Heritage","False"
"BLENHEIM TERRACE","00010645",526110.05,183304.93,"At or Outside 46","Standard","Heritage","True"
"BLENHEIM TERRACE","00010646",526133.98,183312.48,"At or Outside 45","Standard","Heritage","True"
"BLENHEIM TERRACE","00010647",526157.59,183342.74,"At or Outside 28","Standard","Heritage","True"
"BLENHEIM TERRACE","00010648",526189.42,183355.59,"At or Outside 13A","Standard","Heritage","True"
"BLENHEIM TERRACE","00010649",526207.23,183384.49,"At or Outside 6","Small Grey Wornum","Heritage","False"
"BLENHEIM TERRACE","00010650",526234.71,183389.55,"Side of ABBEY ROAD","Small Grey Wornum","Heritage","False"
"BLOMFIELD ROAD","00059728",525864.91,181960.01,"At or Outside 68","Standard","Functional","True"
"BLOMFIELD ROAD","00016672",526070.67,181853.67,"Opposite 48","Standard","Functional","False"
"BLOMFIELD ROAD","00016673",526092.36,181843.53,"Opposite 46","Standard","Functional","False"
"BLOMFIELD ROAD","00071671",526108.13,181845.24,"At or Outside 45","Standard","Functional","True"
"BLOMFIELD ROAD","01300599",526132.01,181831.51,"Opposite No. 42/43","Standard","Not Specified","False"
"BLOMFIELD ROAD","00071673",526149.96,181836.97,"Opposite 41","Standard","Functional","False"
"BLOMFIELD ROAD","00071674",526164.95,181848.36,"Opposite 40","Standard","Functional","False"
"BLOMFIELD ROAD","00016678",526175.09,181870.69,"At or Outside 37","Standard","Functional","True"
"BLOMFIELD ROAD","00071676",526192.57,181886.92,"At or Outside 36","Small Grey Wornum","Heritage","False"
"BLOMFIELD ROAD","00016680",526212.55,181905.49,"At or Outside 34","Standard","Functional","True"
"BLOMFIELD ROAD","00016681",526240.83,181931.59,"Near 33","Standard","Functional","False"
"BLOMFIELD ROAD","00059732",525885.7,181950.9,"At or Outside 66","Standard","Functional","True"
"BLOMFIELD ROAD","00016682",526257.78,181946.55,"At or Outside 33","Standard","Functional","False"
"BLOMFIELD ROAD","00016683",526274.59,181962.24,"At or Outside 31","Standard","Functional","True"
"BLOMFIELD ROAD","00016684",526296.77,181982.69,"At or Outside 29","Standard","Functional","False"
"BLOMFIELD ROAD","00016685",526315.59,182000.37,"At or Outside 26","Standard","Functional","True"
"BLOMFIELD ROAD","00016686",526333.28,182016.45,"At or Outside 26","Standard","Functional","True"
"BLOMFIELD ROAD","00016687",526350.85,182032.89,"At or Outside CO RANDOLPH RD","Standard","Functional","False"
"BLOMFIELD ROAD","00016688",526367.91,182048.84,"At or Outside 23","Standard","Functional","True"
"BLOMFIELD ROAD","00016689",526388.97,182068.4,"At or Outside 27","Standard","Functional","True"
"BLOMFIELD ROAD","00059759",526399.95,182078.25,"At or Outside 20","Standard","Functional","True"
"BLOMFIELD ROAD","00016691",526418.35,182095.47,"At or Outside 18","Standard","Functional","False"
"BLOMFIELD ROAD","00059733",525910.64,181939.6,"At or Outside 63","Standard","Functional","True"
"BLOMFIELD ROAD","00016692",526441.81,182117.28,"At or Outside 16","Standard","Functional","True"
"BLOMFIELD ROAD","00016693",526455.96,182130.14,"At or Outside 15","Standard","Functional","False"
"BLOMFIELD ROAD","00016694",526471.17,182144.64,"At or Outside 14","Standard","Functional","False"
"BLOMFIELD ROAD","00016695",526487.8,182159.86,"At or Outside 9","Standard","Functional","False"
"BLOMFIELD ROAD","00016696",526511.98,182182.14,"At or Outside 3/4/5","Standard","Functional","False"
"BLOMFIELD ROAD","00016697",526534.74,182195.11,"At or Outside CUNNINGHAM COURT","Standard","Functional","False"
"BLOMFIELD ROAD","00059734",525930.96,181929.8,"At or Outside 61","Standard","Functional","True"
"BLOMFIELD ROAD","00059735",525951.34,181920.22,"At or Outside 59","Standard","Functional","True"
"BLOMFIELD ROAD","00016669",525971.09,181900.7,"Opposite Clifton Villas","Standard","Functional","False"
"BLOMFIELD ROAD","00016670",525999.71,181896.65,"At or Outside 56","Standard","Functional","True"
"BLOMFIELD ROAD","00016671",526023.76,181884.72,"At or Outside 53/54","Standard","Functional","True"
"BLOMFIELD ROAD","00071668",526047.34,181873.29,"Outside 50","Standard","Functional","True"
"BLOMFIELD VILLAS","00016707",525982.96,181675.29,"At or Outside AFRICA HOUSE","Standard","Functional","True"
"BLOMFIELD VILLAS","00016708",525986.21,181706.9,"Opposite 8","Standard","Functional","True"
"BLOMFIELD VILLAS","00059777",526001.85,181723.81,"At or Outside 16","Standard","Functional","True"
"BLOMFIELD VILLAS","00016710",526003.13,181755.99,"Opposite 24 O?S 17-31 Blomfield Villas","Standard","Functional","True"
"BLOMFIELD VILLAS","00059779",526024.12,181787.58,"At or Outside 30","Standard","Functional","True"
"BLOMFIELD VILLAS","00016712",526027.97,181798.55,"At or Outside 38","Standard","Functional","True"
"BLOMFIELD VILLAS","00016714",526027,181821,"Opposite 42","Standard","Functional","True"
"BLOOMBURG STREET","01102628",529506.2,178699.25,"Opposite 48 VINCENT SQUARE","Small Grey Wornum","Not Specified","False"
"BLOOMBURG STREET","01102629",529489.4,178682.27,"Opposite GORDON HOSPITAL","Small Grey Wornum","Not Specified","False"
"BLOOMBURG STREET","01102630",529583.9,178662.34,"Opposite ST AUGUSTINES","Small Grey Wornum","Not Specified","False"
"BLOOMFIELD TERRACE","00016724",528285.93,178423.93,"At or Outside 18","Edinburgh","Cherished","False"
"BLOOMFIELD TERRACE","00016725",528291.6,178388.38,"At or Outside 28","Mackenzie Moncur","Cherished","False"
"BLOOMFIELD TERRACE","00016726",528321.47,178394.93,"Opposite 36","Small Grey Wornum","Heritage","False"
"BLOOMFIELD TERRACE","00016727",528362.99,178398.64,"Opposite 6","Mackenzie Moncur","Cherished","False"
"BLOOMFIELD TERRACE","00016728",528385.37,178415.03,"Opposite 45","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016733",528889.33,182155.27,"Side of HENLEY HOUSE","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","01101831",528929.83,181996.07,"Outside No 73 Sofia House","Small Grey Wornum","Not Specified","False"
"BOLSOVER STREET","00075263",528944.11,181978.85,"At or Outside 6M FROM CARBURTON STREET","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","01101832",528949.29,181960.41,"Outside 20-28 St Clement's House","Small Grey Wornum","Not Specified","False"
"BOLSOVER STREET","00016745",528945.77,181944.45,"At or Outside 86","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016746",528957.58,181933.68,"At or Outside 20","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016747",528954.47,181916.06,"Opposite 19","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016748",528965.79,181905.75,"At or Outside 19","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016749",528970.85,181888.29,"At or Outside THREEWAYS HOUSE","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016750",528969.87,181865.67,"Opposite 6M FROM CLIPSTONE STREET","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016751",528983.66,181848.27,"At or Outside 5M FROM CLIPSTONE STREET","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00059803",528887.75,182131.99,"At or Outside 53","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016752",528982.1,181823.78,"Opposite 3-8","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016753",528994.98,181810.33,"Opposite 109-110","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016754",528992.11,181787.07,"Opposite J/O NEW CAVENDISH STREET","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016735",528890.72,182113.4,"At or Outside ROYAL NATIONAL ORTHOPAEDIC HOSPITA","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016736",528897.69,182099.04,"At or Outside ROYAL PARK LODGE","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","00016738",528911.79,182083.09,"Side of 10M FROM GREENWELL  STREET","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","01101830",528909.3,182062.37,"At or Outside 59","Small Grey Wornum","Not Specified","False"
"BOLSOVER STREET","00016739",528922.56,182048.27,"Outside Portland Hospital","Small Grey Wornum","Heritage","False"
"BOLSOVER STREET","01100025",528916.22,182033.96,"outside no. 69","Small Grey Wornum","Not Specified","False"
"BOLSOVER STREET","00016740",528934.2,182012.4,"Opposite 71-72","Small Grey Wornum","Heritage","False"
"BOLTON STREET","00076383",528914,180270.24,"Outside No. 28 (opposite No. 5)","Mackenzie Moncur","Cherished","False"
"BOLTON STREET","00076384",528878.96,180311.08,"Opposite 12","Mackenzie Moncur","Cherished","False"
"BOLTON STREET","00076385",528849.59,180354.98,"At or Outside 19","Mackenzie Moncur","Cherished","False"
"BOSCOBEL PLACE","00018228",528416.23,178926.97,"Opposite 45/46","Mackenzie Moncur","Cherished","False"
"BOSCOBEL STREET","00018229",526875.22,182076.55,"At or Outside Isis House","Small Grey Wornum","Heritage","False"
"BOSCOBEL STREET","00018230",526857.45,182053.99,"At or Outside Isis House 13-18","Small Grey Wornum","Heritage","False"
"BOSCOBEL STREET","00018231",526835.75,182038.92,"At or Outside Westmacott House","Small Grey Wornum","Heritage","False"
"BOSCOBEL STREET","01302317",526828.42,182016.67,"Outside 128","Standard","Not Specified","False"
"BOSCOBEL STREET","01100435",526807,182007,"Opposite number 422","Standard","Not Specified","False"
"BOSTON PLACE","01102640",527504.73,182267.73,"Opposite 6","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","00061219",527580.63,182031.86,"Opposite 12/14","Small Grey Wornum","Functional","False"
"BOSTON PLACE","01300366",527586.95,182012.18,"Column 11","Small Grey Wornum","Not Specified","False"
"BOSTON PLACE","01301372",527592.25,181994.84,"Side of Marylebone Station Forecourt","Small Grey Wornum","Not Specified","False"
"BOSTON PLACE","01102641",527518.38,182247.57,"At or Outside 98","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102642",527521.14,182215.95,"Opposite 84","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102643",527528,182193,"Opposite 74","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102644",527537,182165,"Opposite IVOR PLACE","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102645",527543.78,182144.91,"Opposite 58","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102646",527553,182115,"Opposite 46","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102647",527561,182091,"Opposite 32/34","Small Grey Wornum","Heritage","False"
"BOSTON PLACE","01102648",527583,182047,"At or Outside 19","Small Grey Wornum","Heritage","False"
"BOURCHIER STREET","00010249",529633.38,180959.01,"SIDE OF PROPERTY 60 TO 66","Small Grey Wornum","Heritage","False"
"BOURCHIER STREET","00010250",529649.49,180975.19,"At or Outside PROPRTY NO. 1 TO 17","Small Grey Wornum","Heritage","False"
"BOURCHIER STREET","00053772",529658.87,180985.28,"At or Outside PROPERTY NO. 7 TO 11","Small Grey Wornum","Heritage","False"
"BOURCHIER STREET","00010251",529667.72,180997.63,"SIDE OF PROPRTY NO.65 TO 66 DEAN STREET","Small Grey Wornum","Heritage","False"
"BOURCHIER STREET","00010252",529690.28,181009.15,"SIDE OF NO.64 DEAN STREET","Small Grey Wornum","Heritage","False"
"BOURDON PLACE","10026251A",528751.96,180762.34,"Opposite S1","Mackenzie Moncur","Cherished","False"
"BOURDON STREET","00018253",528802.8,180772.38,"At or Outside 28","Mackenzie Moncur","Cherished","False"
"BOURDON STREET","00018252",528743,180733,"At or Outside 8","Mackenzie Moncur","Cherished","False"
"BOURDON STREET","01301756",528716.63,180718.75,"Near jones street","Mackenzie Moncur","Not Specified","False"
"BOURDON STREET","01301755",528764.53,180755.13,"Opposite 12","Mackenzie Moncur","Not Specified","False"
"BOURDON STREET","01301754",528823.42,180790.11,"Outside 32","Mackenzie Moncur","Not Specified","False"
"BOURLET CLOSE","00245816",529172.27,181637.14,"SIDE OF 56-73 RIDING HOUSE STREET, OPPOSITE PUBLIC HOUSE","DW Oxford","Heritage","False"
"BOURNE STREET","10020370A",528207.15,178615.37,"Side of 87 Chester Row","Mackenzie Moncur","Functional","False"
"BOURNE STREET","00010267",528306.21,178492.99,"At or Outside 40A","Small Grey Wornum","Heritage","False"
"BOURNE STREET","10020365A",528214.72,178590.45,"At or Outside 67/68","Small Grey Wornum","Heritage","False"
"BOURNE STREET","10020371A",528224.76,178574.74,"At or Outside 65/67","Small Grey Wornum","Heritage","False"
"BOURNE STREET","00010261",528246.3,178563.48,"At or Outside 63/64","Standard","Functional","True"
"BOURNE STREET","00010262",528240.45,178558.92,"At or Outside 31/32","Small Grey Wornum","Heritage","False"
"BOURNE STREET","00010263",528254.67,178555.05,"Outside 34","Small Grey Wornum","Heritage","False"
"BOURNE STREET","00010264",528263.6,178535.88,"At or Outside 56/58","Small Grey Wornum","Heritage","False"
"BOURNE STREET","01102113",528279.62,178519.6,"At or Outside 53","Small Grey Wornum","Not Specified","False"
"BOURNE STREET","00010266",528299.21,178510.84,"At or Outside 44/45","Small Grey Wornum","Heritage","False"
"BOURNE TERRACE","00018181",525585.62,181740.97,"Junction of Harrow Road","Tapered","Functional","False"
"BOURNE TERRACE","00018191",525786.92,181803.56,"At or Outside 42 BOURNE TERRACE","Standard","Functional","True"
"BOURNE TERRACE","00061168",525815.17,181805.04,"At or Outside 18-25","Tapered","Functional","False"
"BOURNE TERRACE","00018193",525839.26,181801.99,"At or Outside ATHERSTONE HOUSE 26-33","Tapered","Functional","False"
"BOURNE TERRACE","00018194",525859.27,181796.63,"At or Outside 34-40 ATHERSTONE HOUSE","Tapered","Functional","False"
"BOURNE TERRACE","00018195",525887.97,181783.45,"At or Outside 41-48 ATHERSTONE COURT","Tapered","Functional","False"
"BOURNE TERRACE","00018196",525907.1,181765.68,"At or Outsideshop","Tapered","Functional","False"
"BOURNE TERRACE","00018197",525925.51,181745.28,"At or Outside 42-56 BOURNE TERRACE","Tapered","Functional","False"
"BOURNE TERRACE","00018198",525940.67,181728.54,"At or Outside 26-40 BOURNE TERRACE","Tapered","Functional","False"
"BOURNE TERRACE","00018199",525959.57,181708.09,"At or Outside 10-24 BOURNE TERRACE","Tapered","Functional","False"
"BOURNE TERRACE","00018200",525970.06,181679.27,"At or Outside Bloomfield villas","Tapered","Functional","False"
"BOURNE TERRACE","00018182",525603.24,181753.09,"At or Outside 108","Tapered","Functional","False"
"BOURNE TERRACE","00018183",525629.16,181768.02,"Opposite 94","Tapered","Functional","False"
"BOURNE TERRACE","00061161",525654.34,181780.43,"Outside GEORGE LOWE COURT","Tapered","Functional","False"
"BOURNE TERRACE","00061160",525677.62,181788.33,"Side of GEORGE LOWE COURT","Tapered","Functional","False"
"BOURNE TERRACE","00018186",525703.53,181795.79,"Outside School","Tapered","Functional","False"
"BOURNE TERRACE","00018187",525734.5,181799.86,"Oppositie GAYDON HOUSE","Tapered","Functional","False"
"BOURNE TERRACE","00018188",525744.54,181791.36,"At or Outside GAYDON HOUSE","Tapered","Functional","False"
"BOURNE TERRACE","00018190",525756.05,181801.48,"At or Outside PARK AREA","Standard","Functional","True"
"BOUVERIE PLACE","00018209",526939.64,181425.08,"Opposite 83 PRAED STREET","Standard","Functional","False"
"BOUVERIE PLACE","00018210",526948.52,181404.05,"At or Outside 17","Standard","Functional","False"
"BOUVERIE PLACE","00018211",526965.75,181396.74,"Opposite 14/16","Standard","Functional","True"
"BOUVERIE PLACE","00018212",526976.95,181373.33,"Opposite 10","Standard","Functional","False"
"BOW STREET","00018213",530346.84,181085.64,"Opposite 19","Large Grey Wornum","Heritage","True"
"BOW STREET","00018216",530374.6,181076.85,"Junction with Broad Court","Large Grey Wornum","Heritage","False"
"BOW STREET","00018218",530391.05,181069.35,"Opposite junction with Floral Street","Standard","Functional","False"
"BOW STREET","01102762",530424.44,181041.24,"By No 28","Large Grey Wornum","Heritage","False"
"BOW STREET","00018220",530430.82,181033.71,"At or Outside 8m from Martlett Court","Standard","Functional","False"
"BOW STREET","00061197",530443.52,181017.57,"At or Outside 35","Large Grey Wornum","Heritage","False"
"BOW STREET","00018222",530446.94,181013.67,"At or Outside 35","Large Grey Wornum","Heritage","False"
"BOYLE STREET","01102602",529075.22,180830.92,"Side of 25 Saville Row","Small Grey Wornum","Heritage","False"
"BRADEN STREET","01100159",525724.35,182144.06,"Side of No. 48 Shirland Road","Standard","Not Specified","True"
"BRADEN STREET","01100160",525703.02,182141.37,"At or Outside No. 22","Standard","Not Specified","False"
"BRADISTON ROAD","00021125",524828.6,182844.87,"Opposite 121A","Standard","Functional","True"
"BRADISTON ROAD","00021126",524853.97,182846.9,"At or Outside 1/3","Standard","Functional","False"
"BRADISTON ROAD","00021127",524873.04,182870.24,"At or Outside 8","Standard","Functional","True"
"BRADISTON ROAD","00021128",524891.93,182883.71,"At or Outside 18","Standard","Functional","True"
"BRADISTON ROAD","00021130",524913.42,182895.98,"Side of SALTRAM CRESCENT","Standard","Functional","True"
"BRAVINGTON PLACE","00021133",524619.35,182355.39,"At or Outside 1","Standard","Functional","False"
"BRAVINGTON PLACE","00021135",524603.01,182363.17,"At or Outside PARKING AREA","Standard","Functional","False"
"BRAVINGTON ROAD","00021145",524532.16,183073.24,"Side of KILBURN LANE","Standard","Functional","False"
"BRAVINGTON ROAD","00021154",524596.71,182869.44,"At or Outside 148","Standard","Functional","True"
"BRAVINGTON ROAD","00021155",524615.84,182843.59,"At or Outside 161","Standard","Functional","True"
"BRAVINGTON ROAD","00021156",524613.85,182819.11,"At or Outside 134","Standard","Functional","True"
"BRAVINGTON ROAD","00021157",524630.28,182796.64,"At or Outside 143","Standard","Functional","True"
"BRAVINGTON ROAD","00021158",524627.99,182773.23,"At or Outside 118","Standard","Functional","True"
"BRAVINGTON ROAD","00021159",524644.82,182750.74,"At or Outside 123/125","Standard","Functional","True"
"BRAVINGTON ROAD","00021160",524644.36,182716.63,"At or Outside 98/100","Standard","Functional","True"
"BRAVINGTON ROAD","00021161",524656.91,182697.8,"At or Outside 105","Standard","Functional","True"
"BRAVINGTON ROAD","00021162",524660.27,182674.09,"Side of 335A SHIRLAND ROAD","Standard","Functional","False"
"BRAVINGTON ROAD","00021163",524652.01,182654.97,"At or Outside 82","Standard","Functional","True"
"BRAVINGTON ROAD","00021146",524525.12,183064.06,"Near KILBURN LANE","Standard","Functional","False"
"BRAVINGTON ROAD","00021164",524660.57,182620.69,"At or Outside 101","Standard","Functional","True"
"BRAVINGTON ROAD","00021165",524650.17,182604.48,"At or Outside 1","Standard","Functional","True"
"BRAVINGTON ROAD","00021166",524656.44,182571.13,"At or Outside 81/83","Standard","Functional","True"
"BRAVINGTON ROAD","00063555",524644.98,182546.04,"At or Outside 66/68","Standard","Functional","True"
"BRAVINGTON ROAD","00063556",524652.77,182523.7,"At or Outside 65","Standard","Functional","False"
"BRAVINGTON ROAD","00021169",524641.3,182502.44,"At or Outside 50/52","Standard","Functional","True"
"BRAVINGTON ROAD","00021170",524647.88,182475.05,"At or Outside 47","Standard","Functional","True"
"BRAVINGTON ROAD","00021171",524637.32,182454.7,"At or Outside 36B","Standard","Functional","True"
"BRAVINGTON ROAD","00021172",524643.6,182421.8,"At or Outside 35","Standard","Functional","True"
"BRAVINGTON ROAD","00021173",524631.82,182399.16,"At or Outside 14","Standard","Functional","True"
"BRAVINGTON ROAD","00021147",524538.12,183039.73,"At or Outside 231","Standard","Functional","True"
"BRAVINGTON ROAD","00021174",524640.23,182376.06,"Opposite 6B","Standard","Functional","False"
"BRAVINGTON ROAD","00021175",524637.02,182342.7,"At or Outside 5","Standard","Functional","False"
"BRAVINGTON ROAD","00063564",524626.77,182329.55,"Opposite 558","Standard","Functional","False"
"BRAVINGTON ROAD","00021148",524535.98,183012.19,"At or Outside 206","Standard","Functional","True"
"BRAVINGTON ROAD","00021149",524554.8,182989.24,"At or Outside 215","Standard","Functional","True"
"BRAVINGTON ROAD","00021150",524556.02,182963.39,"At or Outside 186/188","Standard","Functional","True"
"BRAVINGTON ROAD","00021151",524573.31,182946.55,"At or Outside 199","Standard","Functional","True"
"BRAVINGTON ROAD","00021152",524573.46,182923.61,"At or Outside 170/172","Standard","Functional","True"
